"Kvittonamn","Varugrupp","Pris","Volym","AntalSålda","Alkoholhalt","APK"
"Tear Of The Pine 05 750ml","Vitt vin",189,750,13,13.5,0.535714285714286
"Hartford Chardonnay 13 750ml","Vitt vin",399,750,5,14.5,0.272556390977444
"Perdomini Frizz Bianco 15 750ml","Vitt vin",111,750,16,12.5,0.844594594594595
"Mash Pitt Orange Wine 14 750ml","Vitt vin",229,750,11,0,0
"Colterenzio Pinot Grigio 15 750ml","Vitt vin",145,750,7,13.5,0.698275862068966
"Matthew Van Heerden 15 750ml","Vitt vin",259,750,2,14,0.405405405405405
"Betsek Hárslevelü Tokaj 15 750ml","Vitt vin",129,750,23,13.5,0.784883720930233
"Rings Kalkmergel 15 750ml","Vitt vin",139,750,83,11.5,0.620503597122302
"Rings Nussriegel 15 750ml","Vitt vin",225,750,9,12.5,0.416666666666667
"Sancerre La Moussière 15 750ml","Vitt vin",249,750,11,13,0.391566265060241
"Rings Weilberg 14 750ml","Vitt vin",299,750,4,13,0.326086956521739
"Betsek Furmint 15 750ml","Vitt vin",129,750,25,13,0.755813953488372
"Sans Pareil 15 750ml","Vitt vin",119,750,120,12.5,0.78781512605042
"Malat Furth-Palt Grün Velt 15 750ml","Vitt vin",156,750,2,12,0.576923076923077
"White by Parnevik Chard 15 750ml","Vitt vin",99,750,376,13.5,1.02272727272727
"Malat Furth-Palt Riesling 14 750ml","Vitt vin",171,750,2,12.5,0.548245614035088
"Chateau Dereszla Furmint Dry 15 750","Vitt vin",99,750,97,12.5,0.946969696969697
"Plan B! Chardonnay 14 750ml","Vitt vin",139,750,30,13,0.701438848920863
"Plan B! ""OD"" Riesling 15 750ml","Vitt vin",129,750,27,11,0.63953488372093
"La Staffa Verdicchio 15 750ml","Vitt vin",118,750,25,13,0.826271186440678
"Dark Horse Chardonnay 14 750ml","Vitt vin",89,750,165,13.5,1.1376404494382
"Hermitage Blanc J-L Chave 13 750ml","Vitt vin",1900,750,10,14.5,0.0572368421052632
"Dalla Cia Chardonnay 14 750ml","Vitt vin",149,750,12,13.5,0.679530201342282
"Jordan Barrel Fermented 15 750 ml","Vitt vin",159,750,81,13.5,0.636792452830189
"Waterford Elgin Sauv Bl 15 750 ml","Vitt vin",169,750,11,13,0.576923076923077
"Baloun Müller Thurgau 15 750ml","Vitt vin",126,750,4,12.5,0.744047619047619
"Château Bonnet 13 1,5L","Vitt vin",69,1500,1845,0,0
"Cent X Cent Garnatxa Blanca 15 750","Vitt vin",219,750,2,13.5,0.462328767123288
"El Solà d'en Pol Blanc 15 750ml","Vitt vin",139,750,8,13,0.701438848920863
"Deka Dry White 10 750 ml","Vitt vin",169,750,7,13,0.576923076923077
"Font de la Figuera Blanco 15 750ml","Vitt vin",279,750,52,0,0
"Lamborghini Centanni Grechet 15 750","Vitt vin",109,750,59,12.5,0.860091743119266
"Geyerhof Stockwerk 15 750ml","Vitt vin",129,750,19,11,0.63953488372093
"Fritz Haag Brauneberger 14 750ml","Vitt vin",279,750,18,7.5,0.201612903225806
"Arregi Txakoli 15 750ml","Vitt vin",127,750,24,11.5,0.679133858267717
"Petit Chablis William Fèvre 14 750m","Vitt vin",129,750,82,12,0.697674418604651
"Chablis PC Montee Tonnerre 14 750ml","Vitt vin",679,750,24,0,0
"Chablis GC Valmur Raveneau 14 750ml","Vitt vin",999,750,11,0,0
"Wannborga Cecilia 15 750 ml","Vitt vin",189,750,41,12.5,0.496031746031746
"My Pride Wine White 750 ml","Vitt vin",99,750,64,13.5,1.02272727272727
"Iago's Chardakhi Chinuri 13 750ml","Vitt vin",299,750,19,13,0.326086956521739
"Temjanika Semi Sweet Wine 15 750ml","Vitt vin",171,750,3,13.5,0.592105263157895
"Pheasant's Tears Mtsvane 13 750ml","Vitt vin",279,750,9,12,0.32258064516129
"Pegasus Stål 14 750 ml","Vitt vin",235,750,35,14.5,0.462765957446808
"Sandhammar Briljant Solaris 15 750","Vitt vin",146,750,33,10.5,0.539383561643836
"Pheasant's Tears Chinuri 13 750ml","Vitt vin",277,750,14,11,0.297833935018051
"Pheasant's Tears Rkatsiteli 11 750","Vitt vin",270,750,17,12,0.333333333333333
"Wehlener Sonnenuhr Ri Aus 10 750ml","Vitt vin",298,750,7,7,0.176174496644295
"Zizanie 11 750ml","Vitt vin",236,750,30,13.5,0.429025423728814
"Solstice Clairette Gren Blan 11 750","Vitt vin",195,750,18,13,0.5
"Castillo Ygay GR Blanco 86 750 ml","Vitt vin",3900,750,7,0,0
"Dr Thanisch Riesling 15 750ml","Vitt vin",99,750,37,10,0.757575757575758
"Dr H Thanisch Riesl Kabinett 15 750","Vitt vin",140,750,21,8,0.428571428571429
"Dönnhof Riesling Trocken 15 750 ml","Vitt vin",159,750,1908,11.5,0.542452830188679
"Graacher Himmelreich R Spätl 14 750","Vitt vin",189,750,29,10.5,0.416666666666667
"Dönnhoff Dellchen Riesl GG 15 750ml","Vitt vin",439,750,136,13,0.222095671981777
"Sandahl Riesling Bear Glue 15 750ml","Vitt vin",268,750,18,14,0.391791044776119
"Sandahl Riesling Tussilago 15 750","Vitt vin",148,750,6,13.5,0.684121621621622
"R Haart Goldtröpfch Ries GG 15 750","Vitt vin",297,750,69,13,0.328282828282828
"Reto 15 750 ml","Vitt vin",149,750,166,13.5,0.679530201342282
"R Haart Piesport Riesl Tr 15 750 ml","Vitt vin",154,750,549,12.5,0.608766233766234
"H of Mandela Vusani Chen Bl 14 750","Vitt vin",49,750,2147,0,0
"Nederburg Winemasters S Bl 16 750ml","Vitt vin",89,750,186,13.5,1.1376404494382
"Chateau London Dom Fichet 14 750ml","Vitt vin",164,750,2,13.5,0.617378048780488
"Pouilly Fumé VV Champeau 14 750ml","Vitt vin",229,750,20,12.5,0.40938864628821
"Pouilly Fumé Silex Champeau 14 750m","Vitt vin",219,750,12,12.5,0.428082191780822
"Steenberg Chard Viognier 750 ml","Vitt vin",79,750,3923,13,1.23417721518987
"Nederburg Winemasters Riesl 15 750m","Vitt vin",89,750,403,13.5,1.1376404494382
"Dom Champeau Pouilly Fumé 15 750ml","Vitt vin",189,750,17,12.5,0.496031746031746
"Kistler Chardonnay 14 750 ml","Vitt vin",779,750,56,14,0.134788189987163
"Dönnhoff Hermannshö Riesl GG 15 750","Vitt vin",475,750,149,0,0
"Select by The Gunilla White 15 750","Vitt vin",130,750,5,12,0.692307692307692
"Oliver Zeter SB Fumé 15 750ml","Vitt vin",199,750,2,13,0.489949748743719
"Oliver Zeter Nussriegel Ries 15 750","Vitt vin",165,750,2,0,0
"Änglavin Solaris 15 750ml","Vitt vin",178,750,217,0,0
"Dirler-Cadé Riesling 13 750ml","Vitt vin",159,750,16,12,0.566037735849057
"Fillaboa Albarino 15 750ml","Vitt vin",169,750,14,12.5,0.554733727810651
"La Villette Chardonnay 15 750ml","Vitt vin",109,750,6,12.5,0.860091743119266
"Van Volxem Saar Riesling 15 750ml","Vitt vin",169,750,21,12,0.532544378698225
"Misty Cove Organic S Bl 15 750ml","Vitt vin",119,750,22,12,0.756302521008403
"Harewood Denmark Riesling 15 750ml","Vitt vin",169,750,5,12,0.532544378698225
"Gruss Muscat d'Alsac Ottonel 15 750","Vitt vin",179,750,24,12.5,0.523743016759777
"Chablis 15 750 ml","Vitt vin",179,750,48,12.5,0.523743016759777
"Gruss Sylvaner Vieill Vignes 15 750","Vitt vin",169,750,6,13,0.576923076923077
"Chablis Res Blasons de Bourg 12 750","Vitt vin",149,750,9,12.5,0.629194630872483
"Gruss Pinot Blanc 15 750ml","Vitt vin",169,750,6,13,0.576923076923077
"Gruss Riesling Vieilles Vign 15 750","Vitt vin",179,750,48,13,0.544692737430168
"Weinbach Riesling Rés 14 750ml","Vitt vin",229,750,14,13.5,0.442139737991266
"Chablis Fourchaume PC 14 750ml","Vitt vin",239,750,36,13,0.407949790794979
"Meoru Vermentino di Gallura 15 750","Vitt vin",159,750,7,13.5,0.636792452830189
"Lupi Reali Trebbiano d'Abruz 15 750","Vitt vin",79,750,9,12,1.13924050632911
"Raimat Abadia Ch Alb 15 750ml","Vitt vin",79,750,27,13,1.23417721518987
"Keller Riesling Trocken 12 750ml","Vitt vin",156,750,49,12,0.576923076923077
"Spèra Siddùra Vermentino 15 750ml","Vitt vin",149,750,11,13.5,0.679530201342282
"Jankara Vermentino di G 14 750ml","Vitt vin",149,750,15,14,0.704697986577181
"Odinstal Riesling 15 750 ml","Vitt vin",399,750,7,12.5,0.234962406015038
"Odinstal Riesling Basalt 15 750 ml","Vitt vin",459,750,6,12.5,0.204248366013072
"Odinstal Riesling 120 N.N 15 750 ml","Vitt vin",239,750,9,11,0.345188284518828
"Laurent Miquel Albarino 15 750ml","Vitt vin",129,750,77,13,0.755813953488372
"Stobi Dooel Rkaciteli 15 750 ml","Vitt vin",114,750,4,14,0.921052631578947
"Alexandria Riesling 15 750 ml","Vitt vin",89,750,4,12.5,1.05337078651685
"Chardonnay OAK Edition 15 750 ml","Vitt vin",119,750,10,14,0.882352941176471
"La Maliosa Bianco 15 750ml","Vitt vin",290,750,30,13.5,0.349137931034483
"K Art den Hoed Viognier 14 750ml","Vitt vin",249,750,15,14.5,0.436746987951807
"R3 Riesling Remastered 15 750ml","Vitt vin",119,750,18,12,0.756302521008403
"Corps de Loup Viogner 15 750ml","Vitt vin",165,750,24,13,0.590909090909091
"Figula Sáfránykert 15 750","Vitt vin",178,750,18,13,0.547752808988764
"Schloss Neuweier Schlossberg 14 750","Vitt vin",241,750,87,12,0.37344398340249
"Schloss Neuweier Gutswein 14 750ml","Vitt vin",165,750,12,12,0.545454545454545
"Bott Frères Pinot Gris 15 750 ml","Vitt vin",216,750,12,12.5,0.434027777777778
"Schloss Neuweier Riesling 14 750 ml","Vitt vin",208,750,6,12,0.432692307692308
"Schloss Neuweier Riesling 14 750 ml","Vitt vin",339,750,3,12,0.265486725663717
"Ca' Brione Terrazze 15 750 ml","Vitt vin",189,750,7,13,0.515873015873016
"Bott Frères Riesl Kirchberg 13 750","Vitt vin",278,750,6,11.5,0.310251798561151
"Bott Frères Riesling Persone 14 750","Vitt vin",211,750,30,12.5,0.444312796208531
"Sepp Moser Auslese 12 375ml","Vitt vin",165,375,3.01333333333333,10.5,0.238636363636364
"Michele Chiarlo Gavi di Gavi 13 750","Vitt vin",99,750,17,0,0
"Planeta Cometa 14 750 ml","Vitt vin",150,750,161,0,0
"Wine Gallery Bordeaux Bl 14 750 ml","Vitt vin",149,750,36,12,0.604026845637584
"Wild Yeast Chardonnay 14 750ml","Vitt vin",169,750,98,14,0.621301775147929
"Lyrarakis Vidiano Ippodromos 15 750","Vitt vin",210,750,2,13,0.464285714285714
"MOSST 15 750ml","Vitt vin",150,750,6,13,0.65
"Ectonia 15 750ml","Vitt vin",220,750,12,13.5,0.460227272727273
"MilleUna Maviglia 15 750ml","Vitt vin",159,750,10,13,0.613207547169811
"Roero Arneis 15 750 ml","Vitt vin",149,750,9,13,0.654362416107383
"Vallado Prima 15 750 ml","Vitt vin",160,750,4,12.5,0.5859375
"Kings Ridge Pinot Gris 15 750ml","Vitt vin",129,750,6,13,0.755813953488372
"Chablis Raveneau 14 750ml","Vitt vin",449,750,22,0,0
"Chablis Grand Cru Raveneau B 14 750","Vitt vin",999,750,10,0,0
"Chablis Premier Cru Raveneau 14 750","Vitt vin",679,750,6,0,0
"Altan Cuvée Blanc 13 750 ml","Vitt vin",99,750,6,13,0.984848484848485
"Hacienda Lopez de Haro 15 750ml","Vitt vin",84,750,52,12.5,1.11607142857143
"Pouilly-Fuissé Trenel 14 750ml","Vitt vin",249,750,4,13,0.391566265060241
"Petit Chablis Raveneau 14 1,5L","Vitt vin",899,1500,9,0,0
"Frog's Leap Sauvignon Blanc 14 750","Vitt vin",229,750,5,12,0.393013100436681
"Domdechant Werner Riesling 15 750","Vitt vin",119,750,2,13.5,0.850840336134454
"Journeyman Chardonnay 14 750ml","Vitt vin",399,750,2,0,0
"Tinita Verdejo 15 750ml","Vitt vin",165,750,4,13,0.590909090909091
"Finca Montepedroso Verdejo 15 1,5L","Vitt vin",199,1500,5,12.5,0.942211055276382
"Underwood Pinot Gris brk 15 375 ml","Vitt vin",66,375,138,13,0.738636363636364
"Gaia & Rey 14 750ml","Vitt vin",1599,750,5,14,0.0656660412757974
"Hungry Wines Furmint 11 750 ml","Vitt vin",169,750,2,13.5,0.599112426035503
"Esporão Reserva Branco 14 750ml","Vitt vin",129,750,10,14,0.813953488372093
"Esporão Monte Velho Branco 15 750ml","Vitt vin",79,750,2,13.5,1.28164556962025
"Hungry Wines Furmint 09 750ml","Vitt vin",169,750,2,12,0.532544378698225
"Nudo Vermentino 15 750ml","Vitt vin",159,750,6,13.5,0.636792452830189
"Vinã Tondonia Blanco 81 750ml","Vitt vin",1398,750,5,0,0
"Martin Codax Albariño 15 750ml","Vitt vin",129,750,25,12.5,0.726744186046512
"Frog's Leap Chardonnay 14 750ml","Vitt vin",249,750,14,13.5,0.406626506024096
"Metis Sauvignon Blanc 13 750ml","Vitt vin",179,750,36,14,0.58659217877095
"Sandhi Santa Barbara Chard 14 750","Vitt vin",439,750,2,12.5,0.213553530751708
"Trimbach Ries GC Geisberg 11 750","Vitt vin",395,750,6,0,0
"Ballantine's 40% 700 ml","Whisky",259,700,90266,40,1.08108108108108
"Bell's 40% 700 ml","Whisky",239,700,296137,40,1.17154811715481
"Bell's 40% 350 ml","Whisky",129,350,304298,40,1.08527131782946
"Talisker 10 Yrs 45,8% 700 ml","Whisky",399,700,41935,45.8,0.803508771929825
"Cragganmore 12 Yrs S Malt 40% 700","Whisky",389,700,13369,40,0.719794344473008
"Glenmorangie 10 Yrs 40% 700 ml","Whisky",415,700,39695,40,0.674698795180723
"Chivas Regal 12 years 40% 700 ml","Whisky",349,700,28899,40,0.802292263610315
"The Dundee 40% 700 ml","Whisky",219,700,287006,40,1.27853881278539
"The Glenlivet 12 Yrs 40% 700 ml","Whisky",399,700,11767,40,0.701754385964912
"The Famous Grouse 40% 700 ml","Whisky",277,700,592026,40,1.01083032490975
"The Famous Grouse 40% 350 ml","Whisky",149,350,470460,40,0.939597315436242
"Glenfiddich 12y 40% 700 ml","Whisky",399,700,43443,40,0.701754385964912
"Grant's 40% 700 ml","Whisky",259,700,340600,40,1.08108108108108
"Grant's 40% 350 ml","Whisky",139,350,209537,40,1.00719424460432
"J&B 40% 700 ml","Whisky",259,700,47548,40,1.08108108108108
"Lauder's 40% 700 ml","Whisky",249,700,185301,40,1.12449799196787
"Lauder's 40% 350 ml","Whisky",129,350,145400,40,1.08527131782946
"Long John 40% 700 ml","Whisky",239,700,5906,40,1.17154811715481
"The Macallan 18y 43% 700 ml","Whisky",1995,700,440,43,0.150877192982456
"Stewart's 40% 700 ml","Whisky",227,700,129661,40,1.23348017621145
"Stewart's 40% 350 ml","Whisky",119,350,289715,40,1.17647058823529
"Teacher's 40% 700 ml","Whisky",229,700,150484,40,1.22270742358079
"Johnnie Walker Red Label 40% 700 ml","Whisky",249,700,150537,40,1.12449799196787
"Jameson 40% 700 ml","Whisky",295,700,246150,40,0.949152542372881
"Jameson 40% 350 ml","Whisky",157,350,142489,40,0.89171974522293
"Four Roses Bourbon 40% 700 ml","Whisky",269,700,477,40,1.04089219330855
"Jim Beam Bourbon 40% 700 ml","Whisky",249,700,110476,40,1.12449799196787
"Black Velvet 40% 700 ml","Whisky",219,700,482389,40,1.27853881278539
"Black Velvet 40% 350 ml","Whisky",120,350,167339,40,1.16666666666667
"Seagram's VO 40% 700 ml","Whisky",219,700,227721,40,1.27853881278539
"Tullamore Dew 40% 700 ml","Whisky",299,700,351985,40,0.936454849498328
"Paddy Old Irish Whiskey 40% 700 ml","Whisky",259,700,49432,40,1.08108108108108
"Bowmore 12 Yrs 40% 700 ml","Whisky",409,700,39153,40,0.684596577017115
"Lagavulin 16 Yrs 43% 700 ml","Whisky",599,700,37771,43,0.502504173622704
"Seven Oaks Canadian 6 Years 40% 700","Whisky",229,700,81789,40,1.22270742358079
"Lord Calvert 40% 700 ml","Whisky",218,700,715187,40,1.28440366972477
"Black Ribbon 10 Yrs 40% 700 ml","Whisky",309,700,3465,40,0.906148867313916
"Lord Calvert 40% 350 ml","Whisky",119,350,701242,40,1.17647058823529
"Oban Single Malt 14 y 43% 700 ml","Whisky",499,700,19478,43,0.603206412825651
"Glen Grant The Major's Res 40% 700","Whisky",289,700,148713,40,0.968858131487889
"Linkwood 15y Single Malt 43% 700 ml","Whisky",1087,700,14,43,0.276908923643054
"Mortlach 15 Years 43% 700 ml","Whisky",1087,700,21,43,0.276908923643054
"Glenfiddich 12y 40% 350 ml","Whisky",209,350,20342,40,0.669856459330144
"Glenmorangie 10y 40% 350ml","Whisky",234,350,48,40,0.598290598290598
"Bushmills Malt 10 Yrs 40% 700 ml","Whisky",349,700,10713,40,0.802292263610315
"The Famous Grouse 40% 12 x 50 ml","Whisky",279,600,11261,40,0.860215053763441
"Seagram's Seven Crown 40% 700 ml","Whisky",240,700,11,40,1.16666666666667
"Black Rock 40% 700 ml","Whisky",279,700,7199,40,1.00358422939068
"MacScot's 40% 700 ml","Whisky",209,700,53,40,1.33971291866029
"Cluny 40% 700 ml","Whisky",213,700,86381,40,1.31455399061033
"Cluny 40% 350 ml","Whisky",115,350,63916,40,1.21739130434783
"The Dundee 40% 350 ml","Whisky",121,350,252259,40,1.15702479338843
"The Famous Grouse 40% 4,5 l","Whisky",1699,4500,586,40,1.05944673337257
"Hibiki 17y 43% 700ml","Whisky",999,700,32,43,0.301301301301301
"The Tyrconnell Single Malt 40% 700","Whisky",329,700,229,40,0.851063829787234
"Laphroaig 10 Yrs 40% 700 ml","Whisky",419,700,50534,40,0.668257756563246
"Laphroaig 10 Yrs 40% 350 ml","Whisky",229,350,52606,40,0.611353711790393
"Dalwhinnie 15 Yrs 43% 700 ml","Whisky",419,700,25241,43,0.718377088305489
"Tullamore Dew 40% 350 ml","Whisky",159,350,269568,40,0.880503144654088
"Glenfarclas 105 Cask Stren 60% 700m","Whisky",629,700,166,60,0.667726550079491
"Highland Park 18 Yrs 43% 700 ml","Whisky",799,700,5791,43,0.376720901126408
"Usquaebach Res 43% 700 ml","Whisky",364,700,23,43,0.826923076923077
"The Ileach Single Malt 40% 700 ml","Whisky",309,700,104400,40,0.906148867313916
"Clan MacGregor 40% 700 ml","Whisky",219,700,154625,40,1.27853881278539
"The Macallan 12 Yrs 40% 700 ml","Whisky",499,700,30341,40,0.561122244488978
"Upper Ten 40% 700 ml","Whisky",249,700,31,40,1.12449799196787
"Drumguish 40% 700ml","Whisky",279,700,4378,40,1.00358422939068
"The Talisman 40% 700 ml","Whisky",219,700,117239,40,1.27853881278539
"Chivas Regal 18 Years 40% 700 ml","Whisky",639,700,240,40,0.438184663536776
"Speyburn 10 Years 40% 700 ml","Whisky",329,700,166,40,0.851063829787234
"Ardbeg Ten Years 46% 700 ml","Whisky",499,700,28035,46,0.645290581162325
"Lodhian Scotch Whisky 40% 700 ml","Whisky",209,700,189,40,1.33971291866029
"Springbank 15 Years 46% 700 ml","Whisky",1031,700,38,46,0.312318137730359
"Macleod's Highland  8 Y 40% 700 ml","Whisky",319,700,493,40,0.877742946708464
"Macleod's Islay 8 Years 40% 700 ml","Whisky",329,700,31409,40,0.851063829787234
"Glenfiddich Gran Res 21y 40% 700ml","Whisky",1299,700,85,40,0.215550423402617
"King Robert II Scotch 40 % 700 ml","Whisky",209,700,130914,40,1.33971291866029
"Jack Daniel's Single Barrel 45% 700","Whisky",499,700,299,45,0.6312625250501
"The Famous Grouse Port Wood 40% 700","Whisky",299,700,102169,40,0.936454849498328
"Highland Park 12 yo 40% 700 ml","Whisky",399,700,55636,40,0.701754385964912
"Jack Daniel's 40% 700 ml","Whisky",309,700,129359,40,0.906148867313916
"Jack Daniel's 40% 350 ml","Whisky",175,350,84642,40,0.8
"The Talisman 40% 350 ml","Whisky",115,350,171745,40,1.21739130434783
"Jack Daniel's 40% 10 x 50 ml","Whisky",299,500,52,40,0.668896321070234
"Chivas Regal 12 Years 40% 12 x 50 m","Whisky",389,600,2,40,0.616966580976864
"Ballantine's 40% 12 x 50 ml","Whisky",265,600,8,40,0.905660377358491
"Aberlour a'bunadh 60,7% 700 ml","Whisky",639,700,6634,60.7,0.664945226917058
"Caol Ila 12 Years 43% 700 ml","Whisky",439,700,22264,43,0.685649202733485
"Grant's 40% 4.5 l","Whisky",1699,4500,108,40,1.05944673337257
"Highland Park 25yo 45,7% 700 ml","Whisky",3995,700,114,45.7,0.0800750938673342
"Ardbeg Uigeadail 54,2% 700ml","Whisky",699,700,8412,54.2,0.54277539341917
"BenRiach 16 yo 40% 700ml","Whisky",649,700,48,40,0.431432973805855
"The Famous Grouse Malt 12 yo 40%","Whisky",379,700,2368,40,0.738786279683377
"Macallan Fine Oak 12y 40% 700ml","Whisky",499,700,64,40,0.561122244488978
"Macallan Fine Oak18y 43% 700ml","Whisky",1995,700,42,43,0.150877192982456
"Lodhian 10 Years 40% 700 ml","Whisky",299,700,191,40,0.936454849498328
"Laphroaig Quarter Cask 48% 700 ml","Whisky",469,700,17552,48,0.716417910447761
"Old Pulteney 12y 40% 700 ml","Whisky",349,700,44557,40,0.802292263610315
"Peat Reek 46 % 700 ml","Whisky",661,700,30,0,0
"Auchentoshan Three Wood 43% 700","Whisky",549,700,183,43,0.548269581056466
"Auchentoshan 21 y 43% 700","Whisky",1251,700,14,43,0.240607513988809
"Highland Park 30 y 45,7% 700 ml","Whisky",7995,700,5,45.7,0.0400125078173859
"Jameson Lim Res 18yo 40% 700","Whisky",939,700,13,40,0.298189563365282
"Clontarf Single Malt 40% 700 ml","Whisky",299,700,10897,40,0.936454849498328
"High Commissioner 40% 700 ml","Whisky",214,700,436089,40,1.30841121495327
"Compass The Peat Monster 46% 700","Whisky",813,700,31,46,0.396063960639606
"Glenrothes Select Reserve 43% 700ml","Whisky",399,700,41,43,0.754385964912281
"Arran Single Malt 10 Y 46% 700 ml","Whisky",479,700,68,46,0.67223382045929
"Tullamore Dew 12 Y 40% 700 ml","Whisky",379,700,2931,40,0.738786279683377
"Glen Moray 15y 40% 700 ml","Whisky",439,700,201,40,0.637813211845103
"Islay Mist de Luxe 40% 700 ml","Whisky",254,700,149980,40,1.10236220472441
"Glen Moray 12 Years 40% 700 ml","Whisky",389,700,37,40,0.719794344473008
"Glen Grant 10y 40% 700","Whisky",449,700,53,40,0.623608017817372
"Balvenie Doublewood 12 yo 40% 700","Whisky",459,700,33252,40,0.610021786492375
"Yamazaki Single Malt 12 yo 43% 700","Whisky",839,700,17,43,0.358760429082241
"The Glenlivet Archive 21 yo 43% 700","Whisky",1199,700,2606,43,0.251042535446205
"The Macallan Fine Oak 10 yo 40% 700","Whisky",419,700,7607,40,0.668257756563246
"The Famous Gr Smoky Black 40% 700ml","Whisky",299,700,65340,40,0.936454849498328
"Cutty Sark 40% 700 ml","Whisky",249,700,865,40,1.12449799196787
"Smokehead 43% 700ml","Whisky",459,700,179,43,0.655773420479303
"Tamdhu 14y 91 58,5% 700ml","Whisky",1065,700,2,58.5,0.384507042253521
"Islay 12y 93 57,3% 700ml","Whisky",1103,700,5,57.3,0.363644605621034
"Kilbeggan 40% 700 ml","Whisky",289,700,106,40,0.968858131487889
"Glenfiddi Ancient Res 18 yo 40% 750","Whisky",829,700,120,40,0.337756332931242
"Ben Nevis Special Reserve 40% 700ml","Whisky",628,700,11,40,0.445859872611465
"Ben Nevis Special Reserve 40% 700ml","Whisky",349,700,4,40,0.802292263610315
"Glencoe 8 Years 58% 700 ml","Whisky",739,700,8,58,0.549391069012179
"BenRiach PX Finish 15y 46% 700ml","Whisky",679,700,80,46,0.474226804123711
"BenRiach Tawny Port 15y 46% 700ml","Whisky",679,700,32,46,0.474226804123711
"Bowmore 18 yo 43% 700ml","Whisky",799,700,239,43,0.376720901126408
